message,severity,attributes,tags,timestamp
Error connecting user 09ce213c-4b05-4b7e-b004-1cbd2ca2b142: ReferenceError: crypto is not defined,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:29.875743747Z
    at DbStorage.userConnected (/app/artifacts/api-server/src/storage.ts:2358:25),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:29.875749127Z
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:29.875754743Z
    at <anonymous> (/app/artifacts/api-server/src/routes/routes.ts:4553:7),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:29.875759609Z
request errored,info,"{""level"":""info"",""time"":1789266269811,""pid"":15,""hostname"":""13bb8cc74c6e"",""req"":{""id"":1,""method"":""POST"",""url"":""/api/user/online""},""res"":{""statusCode"":500},""err"":{""type"":""Error"",""message"":""failed with status code 500"",""stack"":""Error: failed with status code 500\n    at onResFinished (/app/node_modules/.pnpm/pino-http@10.5.0/node_modules/pino-http/logger.js:115:39)\n    at ServerResponse.onResponseComplete (/app/node_modules/.pnpm/pino-http@10.5.0/node_modules/pino-http/logger.js:178:14)\n    at ServerResponse.emit (node:events:529:35)\n    at onFinish (node:_http_outgoing:1008:10)\n    at callback (node:internal/streams/writable:555:21)\n    at afterWrite (node:internal/streams/writable:500:5)\n    at afterWriteTick (node:internal/streams/writable:487:10)\n    at process.processTicksAndRejections (node:internal/process/task_queues:81:21)""},""responseTime"":474}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:30.049842551Z
🚀 Starting initial data sync check...,info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:30.983357129Z
✅ Sync check completed for pharmacy (5+ entries found),info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:30.983363846Z
✅ Sync check completed for restaurant (5+ entries found),info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:35.985320903Z
✅ Sync check completed for fuel (5+ entries found),info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:41.036929824Z
request completed,info,"{""level"":""info"",""time"":1789266285249,""pid"":15,""hostname"":""13bb8cc74c6e"",""req"":{""id"":2,""method"":""GET"",""url"":""/api/notifications/unread-count""},""res"":{""statusCode"":200},""responseTime"":38}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:45.255258025Z
✅ Sync check completed for shop (5+ entries found),info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:46.383962502Z
✅ Sync check completed for marketplace (5+ entries found),info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:50.727078359Z
🏁 All initial data sync checks completed,info,"{""level"":""info""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:24:55.744547938Z
request completed,info,"{""level"":""info"",""time"":1789266315755,""pid"":15,""hostname"":""13bb8cc74c6e"",""req"":{""id"":3,""method"":""GET"",""url"":""/api/notifications/unread-count""},""res"":{""statusCode"":200},""responseTime"":52}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:25:25.879866148Z
"[TRACKING] Moniteur indisponible, nouvelle tentative au prochain intervalle: Failed query: select ""id"", ""user_id"", ""started_at"", ""ended_at"", ""is_active"", ""is_panic_mode"", ""share_token"", ""protection_status"", ""destination_label"", ""destination_place_id"", ""destination_latitude"", ""destination_longitude"", ""shared_contact_ids"", ""arrival_confirmed_at"" from ""tracking_sessions"" where ""tracking_sessions"".""is_active"" = $1",error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:25:29.153029778Z
params: true,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:25:29.153043554Z
    at <anonymous> (/app/artifacts/api-server/src/routes/routes.ts:4553:7),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365313684Z
request errored,info,"{""level"":""info"",""time"":1789266389763,""pid"":15,""hostname"":""13bb8cc74c6e"",""req"":{""id"":6,""method"":""POST"",""url"":""/api/user/online""},""res"":{""statusCode"":500},""err"":{""type"":""Error"",""message"":""failed with status code 500"",""stack"":""Error: failed with status code 500\n    at onResFinished (/app/node_modules/.pnpm/pino-http@10.5.0/node_modules/pino-http/logger.js:115:39)\n    at ServerResponse.onResponseComplete (/app/node_modules/.pnpm/pino-http@10.5.0/node_modules/pino-http/logger.js:178:14)\n    at ServerResponse.emit (node:events:529:35)\n    at onFinish (node:_http_outgoing:1008:10)\n    at callback (node:internal/streams/writable:555:21)\n    at afterWrite (node:internal/streams/writable:500:5)\n    at afterWriteTick (node:internal/streams/writable:487:10)\n    at process.processTicksAndRejections (node:internal/process/task_queues:81:21)""},""responseTime"":650}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365322053Z
"[TRACKING] Moniteur indisponible, nouvelle tentative au prochain intervalle: Failed query: select ""id"", ""user_id"", ""started_at"", ""ended_at"", ""is_active"", ""is_panic_mode"", ""share_token"", ""protection_status"", ""destination_label"", ""destination_place_id"", ""destination_latitude"", ""destination_longitude"", ""shared_contact_ids"", ""arrival_confirmed_at"" from ""tracking_sessions"" where ""tracking_sessions"".""is_active"" = $1",error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365378520Z
params: true,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365385664Z
Error connecting user 09ce213c-4b05-4b7e-b004-1cbd2ca2b142: ReferenceError: crypto is not defined,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365392010Z
Error updating online status: ReferenceError: crypto is not defined,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365397058Z
    at DbStorage.userConnected (/app/artifacts/api-server/src/storage.ts:2358:25),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365406047Z
    at DbStorage.userConnected (/app/artifacts/api-server/src/storage.ts:2358:25),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365408766Z
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365415207Z
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365417522Z
    at <anonymous> (/app/artifacts/api-server/src/routes/routes.ts:4553:7),error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:26:38.365422920Z
request completed,info,"{""level"":""info"",""time"":1789266424159,""pid"":15,""hostname"":""13bb8cc74c6e"",""req"":{""id"":7,""method"":""GET"",""url"":""/""},""res"":{""statusCode"":200},""responseTime"":17}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:27:08.315566011Z
"[TRACKING] Moniteur indisponible, nouvelle tentative au prochain intervalle: Failed query: select ""id"", ""user_id"", ""started_at"", ""ended_at"", ""is_active"", ""is_panic_mode"", ""share_token"", ""protection_status"", ""destination_label"", ""destination_place_id"", ""destination_latitude"", ""destination_longitude"", ""shared_contact_ids"", ""arrival_confirmed_at"" from ""tracking_sessions"" where ""tracking_sessions"".""is_active"" = $1",error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:27:38.721115524Z
params: true,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:27:38.721123298Z
"[TRACKING] Moniteur indisponible, nouvelle tentative au prochain intervalle: Failed query: select ""id"", ""user_id"", ""started_at"", ""ended_at"", ""is_active"", ""is_panic_mode"", ""share_token"", ""protection_status"", ""destination_label"", ""destination_place_id"", ""destination_latitude"", ""destination_longitude"", ""shared_contact_ids"", ""arrival_confirmed_at"" from ""tracking_sessions"" where ""tracking_sessions"".""is_active"" = $1",error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:28:30.041292284Z
params: true,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:28:30.041299710Z
"[TRACKING] Moniteur indisponible, nouvelle tentative au prochain intervalle: Failed query: select ""id"", ""user_id"", ""started_at"", ""ended_at"", ""is_active"", ""is_panic_mode"", ""share_token"", ""protection_status"", ""destination_label"", ""destination_place_id"", ""destination_latitude"", ""destination_longitude"", ""shared_contact_ids"", ""arrival_confirmed_at"" from ""tracking_sessions"" where ""tracking_sessions"".""is_active"" = $1",error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:29:31.598832675Z
params: true,error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:29:31.598838885Z
"[TRACKING] Moniteur indisponible, nouvelle tentative au prochain intervalle: Failed query: select ""id"", ""user_id"", ""started_at"", ""ended_at"", ""is_active"", ""is_panic_mode"", ""share_token"", ""protection_status"", ""destination_label"", ""destination_place_id"", ""destination_latitude"", ""destination_longitude"", ""shared_contact_ids"", ""arrival_confirmed_at"" from ""tracking_sessions"" where ""tracking_sessions"".""is_active"" = $1",error,"{""level"":""error""}","{""project"":""5dc0ff6b-b1fe-4f32-9562-66e7ab3df195"",""environment"":""d27ab513-c2f6-4c76-8d15-a1a4cc56e273"",""service"":""e4b15780-624b-4745-a0ff-941d15af64ef"",""deployment"":""471efb8d-e188-4704-9194-380af0552af9"",""replica"":""e017313b-46e6-4ac8-83e1-1740ee17bb81""}",2026-09-13T02:30:33.657802534Z
